STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,FIPS,COUNTY
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,4/27/2020,,,0.16,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,5/1/2020,,,1.79,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,5/6/2020,,,0.34,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,5/7/2020,,,0.08,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,5/17/2020,10,0,,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,5/18/2020,,,0.08,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,5/19/2020,,,0.26,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,5/20/2020,,,0,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,5/21/2020,,,0.15,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,5/22/2020,,,0.25,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,5/23/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,5/24/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,5/25/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,5/26/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,5/27/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,5/28/2020,,,0.24,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,5/29/2020,,,0.29,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,5/30/2020,,,0.69,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,6/1/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,6/2/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,6/3/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,6/4/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,6/5/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,6/6/2020,,,0.6,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,6/7/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,6/8/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,6/9/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,6/10/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,6/11/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,6/12/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,6/13/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,6/14/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,6/15/2020,,,0.1,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,6/16/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,6/17/2020,2,1.84,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,6/18/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,6/19/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,6/20/2020,,,0.2,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,6/21/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,6/22/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,6/23/2020,,,0.45,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,6/24/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,6/25/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,6/26/2020,,,0.14,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,6/27/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,7/1/2020,4,0,,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,7/2/2020,,,0.14,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,7/13/2020,11,0,,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,7/14/2020,,,0.11,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,7/15/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,7/16/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,7/17/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,7/18/2020,,,0.04,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,7/19/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,7/20/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,7/21/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,7/22/2020,,,0.89,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,7/23/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,7/24/2020,,,0.43,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,7/25/2020,,,0.23,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,7/26/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,7/29/2020,,,4.01,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,7/31/2020,,,0.82,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,8/1/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,8/2/2020,,,0.07,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,8/4/2020,,,5.56,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,8/5/2020,,,0.72,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,8/6/2020,,,0,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,8/7/2020,,,0.65,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,8/8/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,8/9/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,8/10/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,8/11/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,8/12/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,8/13/2020,,,1.2,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,8/14/2020,,,0.65,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,8/15/2020,,,2.38,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,8/16/2020,,,1.87,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,8/17/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,8/18/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,8/19/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,8/20/2020,,,0.25,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,8/21/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,8/22/2020,,,0.27,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,8/23/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,8/24/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,8/25/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,8/26/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,8/27/2020,,,0,0,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,8/28/2020,,,0.74,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,8/29/2020,,,0.18,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,8/30/2020,,,0.16,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,9/1/2020,,,0.03,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,9/2/2020,,,0.05,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,9/3/2020,,,0,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,9/9/2020,,,0.4,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,9/10/2020,,,1.91,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,9/11/2020,,,0.41,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,9/12/2020,,,1.21,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,9/13/2020,,,0.02,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,9/18/2020,,,3,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,9/24/2020,6,0,,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,9/25/2020,,,0,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,9/30/2020,5,3.64,,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,10/13/2020,13,3.21,,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,10/16/2020,,,0.25,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,10/17/2020,,,1.4,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,10/25/2020,,,1.22,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,10/30/2020,,,0.9,,,51830,Williamsburg County
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",37.33323669,-76.71263123,24.1,10/31/2020,,,0.04,,,51830,Williamsburg County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,3/17/2020,,,0,0,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,3/18/2020,,,0,0,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,3/19/2020,,,0.31,,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,3/20/2020,,,0,0,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,3/21/2020,,,0.09,,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,3/22/2020,,,0,,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,3/23/2020,,,0.81,,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,3/24/2020,,,0.08,,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,3/25/2020,,,0.79,,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,3/26/2020,,,0.38,,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,3/28/2020,,,0.04,,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,3/29/2020,,,0,,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,3/30/2020,,,0,0,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,3/31/2020,,,0,0,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,4/1/2020,,,0.89,,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,4/2/2020,,,0,0,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,4/3/2020,,,0,0,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,4/4/2020,,,0,0,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,4/5/2020,,,0,0,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,4/6/2020,,,0.13,,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,4/7/2020,,,0,0,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,4/8/2020,,,0.02,,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,4/9/2020,,,0.03,,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,4/10/2020,,,0,0,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,4/11/2020,,,0,0,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,4/12/2020,,,0,0,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,4/13/2020,,,0.04,,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,4/14/2020,,,0.38,,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,4/15/2020,,,0.11,0,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,4/16/2020,,,0,0,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,4/17/2020,,,0,0,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,4/18/2020,,,0.19,,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,4/19/2020,,,0.32,,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,4/20/2020,,,0.08,,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,4/21/2020,,,0,0,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,4/22/2020,,,0,0,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,4/23/2020,,,0,0,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,4/24/2020,,,0,0,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,4/25/2020,,,0.18,,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,4/26/2020,,,0.74,,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,4/27/2020,,,0.07,,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,4/28/2020,,,0.01,,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,4/29/2020,,,0,0,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,4/30/2020,,,0,0,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,5/1/2020,,,1.6,,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,5/2/2020,,,0,,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,5/3/2020,,,0,0,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,5/4/2020,,,0,0,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,5/5/2020,,,0,0,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,5/6/2020,,,0.32,,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,5/7/2020,,,0.11,,,51199,Pittsylvania County
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",37.232431,-76.505988,19.2,5/8/2020,,,0,0,,51199,Pittsylvania County
