Report Date,FIPS,Locality,VDH Health District,Total Cases,Hospitalizations,Deaths
05/09/2020,51103,Lancaster,Three Rivers,6,1,0
05/09/2020,51105,Lee,Lenowisco,10,1,0
05/09/2020,51107,Loudoun,Loudoun,1127,109,30
05/09/2020,51109,Louisa,Thomas Jefferson,55,9,0
05/09/2020,51111,Lunenburg,Piedmont,6,0,0
05/09/2020,51113,Madison,Rappahannock Rapidan,20,2,1
05/09/2020,51115,Mathews,Three Rivers,5,1,0
05/09/2020,51117,Mecklenburg,Southside,118,23,10
05/09/2020,51119,Middlesex,Three Rivers,10,1,0
05/09/2020,51121,Montgomery,New River,64,9,1
05/09/2020,51125,Nelson,Thomas Jefferson,10,0,0
05/09/2020,51127,New Kent,Chickahominy,26,5,1
05/09/2020,51131,Northampton,Eastern Shore,159,9,5
05/09/2020,51133,Northumberland,Three Rivers,9,0,1
05/09/2020,51135,Nottoway,Piedmont,14,1,0
05/09/2020,51137,Orange,Rappahannock Rapidan,44,3,0
05/09/2020,51139,Page,Lord Fairfax,128,13,12
05/09/2020,51141,Patrick,West Piedmont,4,0,0
05/09/2020,51143,Pittsylvania,Pittsylvania-Danville,17,8,1
05/09/2020,51145,Powhatan,Chesterfield,18,0,0
05/09/2020,51147,Prince Edward,Piedmont,66,7,2
05/09/2020,51149,Prince George,Crater,42,4,0
05/09/2020,51153,Prince William,Prince William,2548,258,47
05/09/2020,51155,Pulaski,New River,9,2,0
05/09/2020,51157,Rappahannock,Rappahannock Rapidan,7,0,0
05/09/2020,51159,Richmond County,Three Rivers,188,7,3
05/09/2020,51161,Roanoke County,Alleghany,62,2,0
05/09/2020,51163,Rockbridge,Central Shenandoah,9,0,0
05/09/2020,51165,Rockingham,Central Shenandoah,339,22,1
05/09/2020,51167,Russell,Cumberland Plateau,6,2,0
05/09/2020,51169,Scott,Lenowisco,7,2,2
05/09/2020,51171,Shenandoah,Lord Fairfax,242,22,6
05/09/2020,51173,Smyth,Mount Rogers,13,4,0
05/09/2020,51175,Southampton,Western Tidewater,131,3,1
05/09/2020,51177,Spotsylvania,Rappahannock,239,28,4
05/09/2020,51179,Stafford,Rappahannock,354,56,2
05/09/2020,51181,Surry,Crater,5,1,1
05/09/2020,51183,Sussex,Crater,32,3,1
05/09/2020,51185,Tazewell,Cumberland Plateau,6,0,0
05/09/2020,51187,Warren,Lord Fairfax,82,9,1
05/09/2020,51191,Washington,Mount Rogers,42,8,3
05/09/2020,51193,Westmoreland,Three Rivers,37,5,0
05/09/2020,51195,Wise,Lenowisco,22,9,1
05/09/2020,51197,Wythe,Mount Rogers,13,1,1
05/09/2020,51199,York,Peninsula,55,8,2
05/09/2020,51510,Alexandria,Alexandria,1142,139,30
05/09/2020,51520,Bristol,Mount Rogers,2,0,0
05/09/2020,51530,Buena Vista City,Central Shenandoah,8,0,0
05/09/2020,51540,Charlottesville,Thomas Jefferson,66,14,2
05/09/2020,51550,Chesapeake,Chesapeake,325,68,9
05/09/2020,51570,Colonial Heights,Chesterfield,65,2,6
05/09/2020,51580,Covington,Alleghany,1,0,0
05/09/2020,51590,Danville,Pittsylvania-Danville,39,13,1
05/09/2020,51595,Emporia,Crater,47,9,3
05/09/2020,51600,Fairfax City,Fairfax,39,6,3
05/09/2020,51610,Falls Church,Fairfax,37,9,4
05/09/2020,51620,Franklin City,Western Tidewater,25,3,1
05/09/2020,51630,Fredericksburg,Rappahannock,58,12,0
05/09/2020,51640,Galax,Mount Rogers,34,1,0
05/09/2020,51650,Hampton,Hampton,138,29,3
05/09/2020,51660,Harrisonburg,Central Shenandoah,578,35,21
05/09/2020,51670,Hopewell,Crater,33,11,0
05/09/2020,51678,Lexington,Central Shenandoah,4,0,0
05/09/2020,51680,Lynchburg,Central Virginia,68,6,1
05/09/2020,51683,Manassas City,Prince William,358,40,2
05/09/2020,51685,Manassas Park,Prince William,116,13,2
05/09/2020,51690,Martinsville,West Piedmont,2,1,0
05/09/2020,51700,Newport News,Peninsula,152,36,10
05/09/2020,51710,Norfolk,Norfolk,290,50,5
05/09/2020,51720,Norton,Lenowisco,2,2,0
05/09/2020,51730,Petersburg,Crater,41,15,2
05/09/2020,51735,Poquoson,Peninsula,7,2,0
05/09/2020,51740,Portsmouth,Portsmouth,202,38,8
05/09/2020,51750,Radford,New River,3,0,0
05/09/2020,51760,Richmond City,Richmond,512,89,18
05/09/2020,51770,Roanoke City,Roanoke,93,6,1
05/09/2020,51775,Salem,Alleghany,31,4,0
05/09/2020,51790,Staunton,Central Shenandoah,15,0,0
05/09/2020,51800,Suffolk,Western Tidewater,215,39,19
05/09/2020,51810,Virginia Beach,Virginia Beach,478,85,17
05/09/2020,51820,Waynesboro,Central Shenandoah,21,1,0
05/09/2020,51830,Williamsburg,Peninsula,31,8,2
05/09/2020,51840,Winchester,Lord Fairfax,64,2,0
05/10/2020,51001,Accomack,Eastern Shore,508,23,7
05/10/2020,51003,Albemarle,Thomas Jefferson,120,16,4
05/10/2020,51005,Alleghany,Alleghany,6,4,0
05/10/2020,51007,Amelia,Piedmont,17,7,1
05/10/2020,51009,Amherst,Central Virginia,15,2,0
05/10/2020,51011,Appomattox,Central Virginia,22,1,0
05/10/2020,51013,Arlington,Arlington,1368,260,61
05/10/2020,51015,Augusta,Central Shenandoah,64,2,1
05/10/2020,51017,Bath,Central Shenandoah,0,0,0
05/10/2020,51019,Bedford,Central Virginia,38,1,1
05/10/2020,51021,Bland,Mount Rogers,0,0,0
05/10/2020,51023,Botetourt,Alleghany,29,9,3
05/10/2020,51025,Brunswick,Southside,18,4,0
05/10/2020,51027,Buchanan,Cumberland Plateau,16,0,0
05/10/2020,51029,Buckingham,Piedmont,246,10,1
05/10/2020,51031,Campbell,Central Virginia,13,3,0
05/10/2020,51033,Caroline,Rappahannock,38,5,2
05/10/2020,51035,Carroll,Mount Rogers,33,2,0
05/10/2020,51036,Charles City,Chickahominy,21,8,1
05/10/2020,51037,Charlotte,Piedmont,11,2,0
05/10/2020,51041,Chesterfield,Chesterfield,787,64,26
05/10/2020,51043,Clarke,Lord Fairfax,16,2,0
05/10/2020,51045,Craig,Alleghany,4,0,0
05/10/2020,51047,Culpeper,Rappahannock Rapidan,264,22,5
05/10/2020,51049,Cumberland,Piedmont,13,2,0
05/10/2020,51051,Dickenson,Cumberland Plateau,0,0,0
05/10/2020,51053,Dinwiddie,Crater,27,7,0
05/10/2020,51057,Essex,Three Rivers,23,3,0
05/10/2020,51059,Fairfax,Fairfax,5892,923,239
05/10/2020,51061,Fauquier,Rappahannock Rapidan,172,14,4
05/10/2020,51063,Floyd,New River,3,1,0
05/10/2020,51065,Fluvanna,Thomas Jefferson,79,21,6
05/10/2020,51067,Franklin County,West Piedmont,27,3,0
05/10/2020,51069,Frederick,Lord Fairfax,164,14,2
05/10/2020,51071,Giles,New River,8,0,0
05/10/2020,51073,Gloucester,Three Rivers,27,7,1
05/10/2020,51075,Goochland,Chickahominy,81,13,5
05/10/2020,51077,Grayson,Mount Rogers,12,1,0
05/10/2020,51079,Greene,Thomas Jefferson,15,2,1
05/10/2020,51081,Greensville,Crater,46,13,7
05/10/2020,51083,Halifax,Southside,22,2,0
05/10/2020,51085,Hanover,Chickahominy,170,39,16
05/10/2020,51087,Henrico,Henrico,1067,152,109
05/10/2020,51089,Henry,West Piedmont,22,4,1
05/10/2020,51091,Highland,Central Shenandoah,2,0,0
05/10/2020,51093,Isle of Wight,Western Tidewater,110,10,3
05/10/2020,51095,James City,Peninsula,173,52,15
05/10/2020,51097,King and Queen,Three Rivers,5,1,0
05/10/2020,51099,King George,Rappahannock,41,13,4
05/10/2020,51101,King William,Three Rivers,11,2,1
05/10/2020,51103,Lancaster,Three Rivers,6,1,0
05/10/2020,51105,Lee,Lenowisco,10,1,0
05/10/2020,51107,Loudoun,Loudoun,1159,115,30
05/10/2020,51109,Louisa,Thomas Jefferson,55,9,0
05/10/2020,51111,Lunenburg,Piedmont,6,0,0
05/10/2020,51113,Madison,Rappahannock Rapidan,21,2,1
05/10/2020,51115,Mathews,Three Rivers,5,1,0
05/10/2020,51117,Mecklenburg,Southside,122,23,10
05/10/2020,51119,Middlesex,Three Rivers,10,1,0
05/10/2020,51121,Montgomery,New River,65,9,1
05/10/2020,51125,Nelson,Thomas Jefferson,10,0,0
05/10/2020,51127,New Kent,Chickahominy,26,5,1
05/10/2020,51131,Northampton,Eastern Shore,163,9,5
05/10/2020,51133,Northumberland,Three Rivers,10,0,1
05/10/2020,51135,Nottoway,Piedmont,14,1,0
05/10/2020,51137,Orange,Rappahannock Rapidan,46,3,0
05/10/2020,51139,Page,Lord Fairfax,128,13,12
05/10/2020,51141,Patrick,West Piedmont,4,0,0
05/10/2020,51143,Pittsylvania,Pittsylvania-Danville,17,8,1
05/10/2020,51145,Powhatan,Chesterfield,18,0,0
05/10/2020,51147,Prince Edward,Piedmont,66,7,2
05/10/2020,51149,Prince George,Crater,44,5,0
05/10/2020,51153,Prince William,Prince William,2740,265,48
05/10/2020,51155,Pulaski,New River,9,2,0
05/10/2020,51157,Rappahannock,Rappahannock Rapidan,8,0,0
05/10/2020,51159,Richmond County,Three Rivers,189,7,3
05/10/2020,51161,Roanoke County,Alleghany,62,2,0
05/10/2020,51163,Rockbridge,Central Shenandoah,9,0,0
05/10/2020,51165,Rockingham,Central Shenandoah,344,22,2
05/10/2020,51167,Russell,Cumberland Plateau,6,2,0
05/10/2020,51169,Scott,Lenowisco,7,2,2
05/10/2020,51171,Shenandoah,Lord Fairfax,245,22,6
05/10/2020,51173,Smyth,Mount Rogers,13,4,0
05/10/2020,51175,Southampton,Western Tidewater,131,3,1
05/10/2020,51177,Spotsylvania,Rappahannock,248,28,4
05/10/2020,51179,Stafford,Rappahannock,374,57,2
05/10/2020,51181,Surry,Crater,5,1,1
05/10/2020,51183,Sussex,Crater,33,4,1
05/10/2020,51185,Tazewell,Cumberland Plateau,7,0,0
05/10/2020,51187,Warren,Lord Fairfax,85,9,1
05/10/2020,51191,Washington,Mount Rogers,49,8,3
05/10/2020,51193,Westmoreland,Three Rivers,38,5,0
05/10/2020,51195,Wise,Lenowisco,22,9,1
05/10/2020,51197,Wythe,Mount Rogers,13,1,1
05/10/2020,51199,York,Peninsula,56,8,2
05/10/2020,51510,Alexandria,Alexandria,1193,139,30
05/10/2020,51520,Bristol,Mount Rogers,3,0,0
05/10/2020,51530,Buena Vista City,Central Shenandoah,8,0,0
05/10/2020,51540,Charlottesville,Thomas Jefferson,66,14,2
05/10/2020,51550,Chesapeake,Chesapeake,328,68,9
05/10/2020,51570,Colonial Heights,Chesterfield,66,2,6
05/10/2020,51580,Covington,Alleghany,1,0,0
05/10/2020,51590,Danville,Pittsylvania-Danville,38,13,1
05/10/2020,51595,Emporia,Crater,48,9,3
05/10/2020,51600,Fairfax City,Fairfax,39,6,3
05/10/2020,51610,Falls Church,Fairfax,37,9,4
05/10/2020,51620,Franklin City,Western Tidewater,26,3,1
05/10/2020,51630,Fredericksburg,Rappahannock,61,13,0
05/10/2020,51640,Galax,Mount Rogers,45,1,0
05/10/2020,51650,Hampton,Hampton,144,29,3
05/10/2020,51660,Harrisonburg,Central Shenandoah,579,35,21
05/10/2020,51670,Hopewell,Crater,37,11,0
05/10/2020,51678,Lexington,Central Shenandoah,4,0,0
05/10/2020,51680,Lynchburg,Central Virginia,68,6,1
05/10/2020,51683,Manassas City,Prince William,381,40,2
05/10/2020,51685,Manassas Park,Prince William,120,13,2
05/10/2020,51690,Martinsville,West Piedmont,2,1,0
05/10/2020,51700,Newport News,Peninsula,159,36,10
05/10/2020,51710,Norfolk,Norfolk,304,50,5
05/10/2020,51720,Norton,Lenowisco,2,2,0
05/10/2020,51730,Petersburg,Crater,45,16,2
05/10/2020,51735,Poquoson,Peninsula,7,2,0
05/10/2020,51740,Portsmouth,Portsmouth,202,38,8
05/10/2020,51750,Radford,New River,3,0,0
05/10/2020,51760,Richmond City,Richmond,530,90,18
05/10/2020,51770,Roanoke City,Roanoke,93,6,1
05/10/2020,51775,Salem,Alleghany,31,4,0
05/10/2020,51790,Staunton,Central Shenandoah,15,0,0
05/10/2020,51800,Suffolk,Western Tidewater,215,39,19
05/10/2020,51810,Virginia Beach,Virginia Beach,491,85,17
05/10/2020,51820,Waynesboro,Central Shenandoah,21,1,0
05/10/2020,51830,Williamsburg,Peninsula,39,8,2
05/10/2020,51840,Winchester,Lord Fairfax,66,2,0
05/11/2020,51001,Accomack,Eastern Shore,524,23,7
05/11/2020,51003,Albemarle,Thomas Jefferson,123,16,4
05/11/2020,51005,Alleghany,Alleghany,6,4,0
05/11/2020,51007,Amelia,Piedmont,17,7,1
05/11/2020,51009,Amherst,Central Virginia,16,2,0
05/11/2020,51011,Appomattox,Central Virginia,22,1,0
05/11/2020,51013,Arlington,Arlington,1399,286,60
05/11/2020,51015,Augusta,Central Shenandoah,64,2,1
05/11/2020,51017,Bath,Central Shenandoah,0,0,0
05/11/2020,51019,Bedford,Central Virginia,38,1,1
05/11/2020,51021,Bland,Mount Rogers,0,0,0
05/11/2020,51023,Botetourt,Alleghany,30,9,3
05/11/2020,51025,Brunswick,Southside,19,4,0
05/11/2020,51027,Buchanan,Cumberland Plateau,16,0,0
05/11/2020,51029,Buckingham,Piedmont,246,10,1
05/11/2020,51031,Campbell,Central Virginia,13,3,0
05/11/2020,51033,Caroline,Rappahannock,38,5,2
05/11/2020,51035,Carroll,Mount Rogers,34,2,0
05/11/2020,51036,Charles City,Chickahominy,21,8,1
05/11/2020,51037,Charlotte,Piedmont,11,2,0
05/11/2020,51041,Chesterfield,Chesterfield,789,64,26
05/11/2020,51043,Clarke,Lord Fairfax,16,2,0
05/11/2020,51045,Craig,Alleghany,4,0,0
05/11/2020,51047,Culpeper,Rappahannock Rapidan,276,23,5
05/11/2020,51049,Cumberland,Piedmont,13,2,0
05/11/2020,51051,Dickenson,Cumberland Plateau,0,0,0
05/11/2020,51053,Dinwiddie,Crater,28,8,0
05/11/2020,51057,Essex,Three Rivers,24,3,0
05/11/2020,51059,Fairfax,Fairfax,6200,946,243
05/11/2020,51061,Fauquier,Rappahannock Rapidan,180,15,4
05/11/2020,51063,Floyd,New River,3,1,0
05/11/2020,51065,Fluvanna,Thomas Jefferson,79,21,6
05/11/2020,51067,Franklin County,West Piedmont,28,3,0
05/11/2020,51069,Frederick,Lord Fairfax,166,14,2
05/11/2020,51071,Giles,New River,8,0,0
05/11/2020,51073,Gloucester,Three Rivers,27,7,1
05/11/2020,51075,Goochland,Chickahominy,81,13,5
05/11/2020,51077,Grayson,Mount Rogers,15,1,0
05/11/2020,51079,Greene,Thomas Jefferson,15,2,1
05/11/2020,51081,Greensville,Crater,47,14,7
05/11/2020,51083,Halifax,Southside,22,2,0
05/11/2020,51085,Hanover,Chickahominy,171,39,16
05/11/2020,51087,Henrico,Henrico,1083,152,110
05/11/2020,51089,Henry,West Piedmont,25,4,1
05/11/2020,51091,Highland,Central Shenandoah,2,0,0
05/11/2020,51093,Isle of Wight,Western Tidewater,112,10,3
05/11/2020,51095,James City,Peninsula,173,53,15
05/11/2020,51097,King and Queen,Three Rivers,5,1,0
05/11/2020,51099,King George,Rappahannock,42,13,4
05/11/2020,51101,King William,Three Rivers,12,2,1
05/11/2020,51103,Lancaster,Three Rivers,6,1,0
05/11/2020,51105,Lee,Lenowisco,10,1,0
05/11/2020,51107,Loudoun,Loudoun,1195,116,30
05/11/2020,51109,Louisa,Thomas Jefferson,56,9,0
05/11/2020,51111,Lunenburg,Piedmont,6,0,0
05/11/2020,51113,Madison,Rappahannock Rapidan,21,2,1
05/11/2020,51115,Mathews,Three Rivers,5,1,0
05/11/2020,51117,Mecklenburg,Southside,134,23,10
05/11/2020,51119,Middlesex,Three Rivers,10,1,0
05/11/2020,51121,Montgomery,New River,66,9,1
05/11/2020,51125,Nelson,Thomas Jefferson,10,0,0
05/11/2020,51127,New Kent,Chickahominy,26,5,1
05/11/2020,51131,Northampton,Eastern Shore,170,9,5
05/11/2020,51133,Northumberland,Three Rivers,10,0,1
05/11/2020,51135,Nottoway,Piedmont,14,1,0
05/11/2020,51137,Orange,Rappahannock Rapidan,47,3,0
05/11/2020,51139,Page,Lord Fairfax,129,13,12
05/11/2020,51141,Patrick,West Piedmont,4,0,0
05/11/2020,51143,Pittsylvania,Pittsylvania-Danville,17,8,1
05/11/2020,51145,Powhatan,Chesterfield,18,0,0
05/11/2020,51147,Prince Edward,Piedmont,66,7,2
05/11/2020,51149,Prince George,Crater,45,5,0
05/11/2020,51153,Prince William,Prince William,2991,284,53
05/11/2020,51155,Pulaski,New River,9,2,0
05/11/2020,51157,Rappahannock,Rappahannock Rapidan,10,0,0
05/11/2020,51159,Richmond County,Three Rivers,190,7,3
05/11/2020,51161,Roanoke County,Alleghany,79,5,0
05/11/2020,51163,Rockbridge,Central Shenandoah,9,0,0
05/11/2020,51165,Rockingham,Central Shenandoah,360,23,2
05/11/2020,51167,Russell,Cumberland Plateau,6,2,0
05/11/2020,51169,Scott,Lenowisco,7,2,2
05/11/2020,51171,Shenandoah,Lord Fairfax,250,22,6
05/11/2020,51173,Smyth,Mount Rogers,13,4,0
05/11/2020,51175,Southampton,Western Tidewater,131,3,1
05/11/2020,51177,Spotsylvania,Rappahannock,257,28,4
05/11/2020,51179,Stafford,Rappahannock,384,59,2
05/11/2020,51181,Surry,Crater,5,1,1
05/11/2020,51183,Sussex,Crater,34,4,1
05/11/2020,51185,Tazewell,Cumberland Plateau,7,0,0
05/11/2020,51187,Warren,Lord Fairfax,86,9,1
05/11/2020,51191,Washington,Mount Rogers,49,8,3
05/11/2020,51193,Westmoreland,Three Rivers,38,5,0
05/11/2020,51195,Wise,Lenowisco,22,9,1
05/11/2020,51197,Wythe,Mount Rogers,13,1,1
05/11/2020,51199,York,Peninsula,57,8,2
05/11/2020,51510,Alexandria,Alexandria,1224,139,30
05/11/2020,51520,Bristol,Mount Rogers,3,0,0
05/11/2020,51530,Buena Vista City,Central Shenandoah,8,0,0
05/11/2020,51540,Charlottesville,Thomas Jefferson,68,14,2
05/11/2020,51550,Chesapeake,Chesapeake,340,70,9
05/11/2020,51570,Colonial Heights,Chesterfield,66,2,6
05/11/2020,51580,Covington,Alleghany,1,0,0
05/11/2020,51590,Danville,Pittsylvania-Danville,39,13,1
05/11/2020,51595,Emporia,Crater,49,9,3
05/11/2020,51600,Fairfax City,Fairfax,39,6,3
05/11/2020,51610,Falls Church,Fairfax,37,9,4
05/11/2020,51620,Franklin City,Western Tidewater,26,3,1
05/11/2020,51630,Fredericksburg,Rappahannock,61,13,0
05/11/2020,51640,Galax,Mount Rogers,55,1,0
05/11/2020,51650,Hampton,Hampton,146,29,3
05/11/2020,51660,Harrisonburg,Central Shenandoah,583,35,21
05/11/2020,51670,Hopewell,Crater,39,11,0
05/11/2020,51678,Lexington,Central Shenandoah,5,0,0
05/11/2020,51680,Lynchburg,Central Virginia,69,6,1
05/11/2020,51683,Manassas City,Prince William,428,42,3
05/11/2020,51685,Manassas Park,Prince William,135,13,2
05/11/2020,51690,Martinsville,West Piedmont,2,1,0
05/11/2020,51700,Newport News,Peninsula,164,36,10
05/11/2020,51710,Norfolk,Norfolk,308,50,5
05/11/2020,51720,Norton,Lenowisco,2,2,0
05/11/2020,51730,Petersburg,Crater,48,17,2
05/11/2020,51735,Poquoson,Peninsula,7,2,0
05/11/2020,51740,Portsmouth,Portsmouth,208,38,8
05/11/2020,51750,Radford,New River,3,0,0
05/11/2020,51760,Richmond City,Richmond,546,92,18
05/11/2020,51770,Roanoke City,Roanoke,106,7,1
05/11/2020,51775,Salem,Alleghany,32,4,0
05/11/2020,51790,Staunton,Central Shenandoah,18,0,0
05/11/2020,51800,Suffolk,Western Tidewater,216,39,19
05/11/2020,51810,Virginia Beach,Virginia Beach,505,85,17
05/11/2020,51820,Waynesboro,Central Shenandoah,21,1,0
05/11/2020,51830,Williamsburg,Peninsula,42,9,3
05/11/2020,51840,Winchester,Lord Fairfax,66,2,0
05/12/2020,51001,Accomack,Eastern Shore,530,23,7
05/12/2020,51003,Albemarle,Thomas Jefferson,124,17,4
05/12/2020,51005,Alleghany,Alleghany,6,4,0
05/12/2020,51007,Amelia,Piedmont,17,7,1
05/12/2020,51009,Amherst,Central Virginia,17,2,0
05/12/2020,51011,Appomattox,Central Virginia,22,1,0
05/12/2020,51013,Arlington,Arlington,1416,288,66
05/12/2020,51015,Augusta,Central Shenandoah,64,3,1
05/12/2020,51017,Bath,Central Shenandoah,0,0,0
05/12/2020,51019,Bedford,Central Virginia,38,2,1
05/12/2020,51021,Bland,Mount Rogers,0,0,0
05/12/2020,51023,Botetourt,Alleghany,30,9,3
05/12/2020,51025,Brunswick,Southside,20,4,0
05/12/2020,51027,Buchanan,Cumberland Plateau,16,0,0
05/12/2020,51029,Buckingham,Piedmont,301,14,2
05/12/2020,51031,Campbell,Central Virginia,13,3,0
05/12/2020,51033,Caroline,Rappahannock,38,5,2
05/12/2020,51035,Carroll,Mount Rogers,34,2,0
05/12/2020,51036,Charles City,Chickahominy,21,8,1
05/12/2020,51037,Charlotte,Piedmont,11,2,0
05/12/2020,51041,Chesterfield,Chesterfield,837,67,28
05/12/2020,51043,Clarke,Lord Fairfax,16,2,0
05/12/2020,51045,Craig,Alleghany,4,0,0
05/12/2020,51047,Culpeper,Rappahannock Rapidan,291,25,5
05/12/2020,51049,Cumberland,Piedmont,16,2,0
05/12/2020,51051,Dickenson,Cumberland Plateau,0,0,0
05/12/2020,51053,Dinwiddie,Crater,30,8,0
05/12/2020,51057,Essex,Three Rivers,26,3,0
05/12/2020,51059,Fairfax,Fairfax,6470,972,253
05/12/2020,51061,Fauquier,Rappahannock Rapidan,180,16,5
05/12/2020,51063,Floyd,New River,3,1,0
05/12/2020,51065,Fluvanna,Thomas Jefferson,78,21,6
05/12/2020,51067,Franklin County,West Piedmont,28,3,0
05/12/2020,51069,Frederick,Lord Fairfax,175,14,2
05/12/2020,51071,Giles,New River,8,0,0
05/12/2020,51073,Gloucester,Three Rivers,27,7,1
05/12/2020,51075,Goochland,Chickahominy,82,14,5
05/12/2020,51077,Grayson,Mount Rogers,16,1,0
05/12/2020,51079,Greene,Thomas Jefferson,16,2,1
05/12/2020,51081,Greensville,Crater,48,14,7
05/12/2020,51083,Halifax,Southside,24,2,0
05/12/2020,51085,Hanover,Chickahominy,174,40,17
05/12/2020,51087,Henrico,Henrico,1106,157,112
05/12/2020,51089,Henry,West Piedmont,27,5,1
05/12/2020,51091,Highland,Central Shenandoah,2,0,0
05/12/2020,51093,Isle of Wight,Western Tidewater,113,10,3
05/12/2020,51095,James City,Peninsula,174,53,15
05/12/2020,51097,King and Queen,Three Rivers,6,1,0
05/12/2020,51099,King George,Rappahannock,44,13,4
05/12/2020,51101,King William,Three Rivers,12,1,0
05/12/2020,51103,Lancaster,Three Rivers,7,1,0
05/12/2020,51105,Lee,Lenowisco,10,1,0
05/12/2020,51107,Loudoun,Loudoun,1210,119,35
05/12/2020,51109,Louisa,Thomas Jefferson,56,9,0
05/12/2020,51111,Lunenburg,Piedmont,6,0,0
05/12/2020,51113,Madison,Rappahannock Rapidan,21,2,1
05/12/2020,51115,Mathews,Three Rivers,5,1,0
05/12/2020,51117,Mecklenburg,Southside,138,23,10
05/12/2020,51119,Middlesex,Three Rivers,10,1,0
05/12/2020,51121,Montgomery,New River,66,9,1
05/12/2020,51125,Nelson,Thomas Jefferson,12,0,0
05/12/2020,51127,New Kent,Chickahominy,26,5,1
05/12/2020,51131,Northampton,Eastern Shore,171,9,5
05/12/2020,51133,Northumberland,Three Rivers,10,0,1
05/12/2020,51135,Nottoway,Piedmont,14,1,0
05/12/2020,51137,Orange,Rappahannock Rapidan,48,3,0
05/12/2020,51139,Page,Lord Fairfax,129,13,12
05/12/2020,51141,Patrick,West Piedmont,5,0,0
05/12/2020,51143,Pittsylvania,Pittsylvania-Danville,17,8,1
05/12/2020,51145,Powhatan,Chesterfield,21,0,0
05/12/2020,51147,Prince Edward,Piedmont,68,9,2
05/12/2020,51149,Prince George,Crater,45,5,0
05/12/2020,51153,Prince William,Prince William,3078,299,58
05/12/2020,51155,Pulaski,New River,9,2,0
05/12/2020,51157,Rappahannock,Rappahannock Rapidan,10,0,0
05/12/2020,51159,Richmond County,Three Rivers,200,7,3
05/12/2020,51161,Roanoke County,Alleghany,79,5,0
05/12/2020,51163,Rockbridge,Central Shenandoah,9,0,0
05/12/2020,51165,Rockingham,Central Shenandoah,364,26,2
05/12/2020,51167,Russell,Cumberland Plateau,6,2,0
05/12/2020,51169,Scott,Lenowisco,7,2,2
05/12/2020,51171,Shenandoah,Lord Fairfax,260,23,7
05/12/2020,51173,Smyth,Mount Rogers,13,4,0
05/12/2020,51175,Southampton,Western Tidewater,131,3,1
05/12/2020,51177,Spotsylvania,Rappahannock,261,28,4
05/12/2020,51179,Stafford,Rappahannock,396,59,4
05/12/2020,51181,Surry,Crater,6,2,1
05/12/2020,51183,Sussex,Crater,38,5,1
05/12/2020,51185,Tazewell,Cumberland Plateau,7,0,0
05/12/2020,51187,Warren,Lord Fairfax,87,9,1
05/12/2020,51191,Washington,Mount Rogers,48,8,3
05/12/2020,51193,Westmoreland,Three Rivers,41,6,0
05/12/2020,51195,Wise,Lenowisco,22,9,1
05/12/2020,51197,Wythe,Mount Rogers,14,1,1
05/12/2020,51199,York,Peninsula,59,8,2
05/12/2020,51510,Alexandria,Alexandria,1240,145,30
05/12/2020,51520,Bristol,Mount Rogers,3,0,0
05/12/2020,51530,Buena Vista City,Central Shenandoah,8,0,0
05/12/2020,51540,Charlottesville,Thomas Jefferson,68,14,2
05/12/2020,51550,Chesapeake,Chesapeake,343,70,9
05/12/2020,51570,Colonial Heights,Chesterfield,67,2,6
05/12/2020,51580,Covington,Alleghany,1,0,0
05/12/2020,51590,Danville,Pittsylvania-Danville,41,13,1
05/12/2020,51595,Emporia,Crater,49,9,3
05/12/2020,51600,Fairfax City,Fairfax,40,6,3
05/12/2020,51610,Falls Church,Fairfax,37,9,4
05/12/2020,51620,Franklin City,Western Tidewater,26,3,2
05/12/2020,51630,Fredericksburg,Rappahannock,66,14,0
05/12/2020,51640,Galax,Mount Rogers,56,1,0
05/12/2020,51650,Hampton,Hampton,147,29,3
05/12/2020,51660,Harrisonburg,Central Shenandoah,584,37,21
05/12/2020,51670,Hopewell,Crater,44,11,0
05/12/2020,51678,Lexington,Central Shenandoah,5,0,0
05/12/2020,51680,Lynchburg,Central Virginia,70,6,1
05/12/2020,51683,Manassas City,Prince William,430,42,3
05/12/2020,51685,Manassas Park,Prince William,139,16,3
05/12/2020,51690,Martinsville,West Piedmont,2,1,0
05/12/2020,51700,Newport News,Peninsula,166,36,10
05/12/2020,51710,Norfolk,Norfolk,319,52,5
05/12/2020,51720,Norton,Lenowisco,2,2,0
05/12/2020,51730,Petersburg,Crater,53,18,2
05/12/2020,51735,Poquoson,Peninsula,7,2,0
05/12/2020,51740,Portsmouth,Portsmouth,210,38,9
05/12/2020,51750,Radford,New River,3,0,0
05/12/2020,51760,Richmond City,Richmond,565,96,18
05/12/2020,51770,Roanoke City,Roanoke,108,7,1
05/12/2020,51775,Salem,Alleghany,32,4,0
05/12/2020,51790,Staunton,Central Shenandoah,18,0,0
05/12/2020,51800,Suffolk,Western Tidewater,219,39,20
05/12/2020,51810,Virginia Beach,Virginia Beach,509,85,18
05/12/2020,51820,Waynesboro,Central Shenandoah,21,1,0
05/12/2020,51830,Williamsburg,Peninsula,42,9,3
05/12/2020,51840,Winchester,Lord Fairfax,69,3,1
05/13/2020,51001,Accomack,Eastern Shore,545,24,7
05/13/2020,51003,Albemarle,Thomas Jefferson,126,18,4
05/13/2020,51005,Alleghany,Alleghany,6,4,0
